0.202000000,0,22,-1.29688,41.5,0.0190945
0.300000000,0,22,-1.29688,41.5,0.238379
0.370000000,0,22,-1.19892,38.3653,1.47712
0.468000000,0,22,-1.13086,36.1875,2.47333
0.539000000,0,22,-1.13044,36.1739,2.48708
0.636000000,0,22,-1.04977,33.5925,3.7715
0.702000000,0,20,-0.479945,30.7165,5.05759
0.803000000,0,15,0.116529,29.8315,5.61739
0.901000000,0,19,0.438168,28.0427,6.26193
0.968000000,0,21,0.82855,26.5136,6.98562
1.068000000,0,23,1.55679,24.9087,7.71733
1.136000000,0,23,1.49718,23.9549,8.17534
1.202000000,0,23,1.44735,23.1576,8.53741
1.304000000,0,23,1.40156,22.4249,8.87213
1.369000000,0,23,1.35684,21.7095,9.2049
1.468000000,0,23,1.28233,20.5173,9.77418
1.536000000,0,21,0.628852,20.1233,9.94152
1.637000000,0,19,0.31249,19.9994,9.99741
1.704000000,0,17,0.155959,19.9627,10.0163
1.804000000,0,18,-0.156032,19.9721,10.0106
1.902000000,0,20,-0.311794,19.9548,10.0229
1.969000000,0,24,-1.24793,19.9669,10.0173
2.038000000,0,24,-1.247,19.9521,10.0246
2.136000000,0,24,-1.24877,19.9803,10.0116
2.202000000,0,24,-1.25106,20.017,10
2.302000000,0,22,-0.624958,19.9987,10.0044
2.403000000,0,22,-0.625865,20.0277,9.98625
2.501000000,0,20,-0.312869,20.0236,9.98608
2.569000000,0,12,-0.0195539,20.0232,9.99272
2.634000000,0,19,0.312687,20.012,9.99442
2.735000000,0,21,0.625613,20.0196,9.98848
2.805000000,0,21,0.62496,19.9987,9.99366
2.902000000,0,0,1e-08,19.9738,9.9929
3.002000000,0,21,0.629978,20.1593,9.85427
3.069000000,0,21,0.66538,21.2922,9.45155
3.170000000,0,21,0.640744,20.5038,9.77175
3.235000000,0,19,0.31471,20.1414,9.93553
3.335000000,0,19,0.312756,20.0164,9.9899
3.435000000,0,0,1e-08,20.0025,9.98774
3.500000000,0,20,-0.320538,20.5144,9.62525
3.603000000,0,20,-0.335191,21.4522,9.35533
3.668000000,0,20,-0.328264,21.0089,9.59042
3.768000000,0,0,1e-08,20.2866,9.86999
3.837000000,0,18,-0.159495,20.4153,9.7065
3.937000000,0,20,-0.334601,21.4144,9.38363
4.001000000,0,18,-0.161434,20.6635,9.70344
4.103000000,0,20,-0.316518,20.2571,9.87491
4.201000000,0,9,0.00979412,20.0584,9.96142
4.273000000,0,20,-0.312919,20.0268,9.96125
4.369000000,0,4,-0.0012221,20.0229,9.97308
4.469000000,0,15,0.0783261,20.0515,9.97176
4.537000000,0,15,0.0781625,20.0096,9.96847
4.635000000,0,17,0.155956,19.9623,9.99684
4.702000000,0,17,0.155983,19.9658,10.0056
4.805000000,0,0,1e-08,19.9575,10.0071
4.876000000,0,15,0.0787001,20.1472,9.88428
4.967000000,0,13,0.044174,22.6171,8.78699
5.035000000,0,18,-0.170561,21.8318,9.25885
5.105000000,0,12,-0.0207026,21.1995,9.48006
5.203000000,0,0,1e-08,20.7423,9.67344
5.270000000,0,18,-0.160048,20.4861,9.75077
5.369000000,0,20,-0.34906,22.3399,8.91412
5.437000000,0,8,-0.0052938,21.6834,9.3024
5.535000000,0,18,-0.163542,20.9334,9.58239
5.601000000,0,18,-0.158755,20.3207,9.86892
5.880000000,0,16,-0.0788543,20.1867,9.97141
5.920000000,0,16,-0.0784852,20.0922,9.96863
6.016000000,0,13,0.0392559,20.099,9.96003
6.081000000,0,19,0.313658,20.0741,9.95371
6.182000000,0,19,0.31277,20.0173,9.96641
6.281000000,0,19,0.312518,20.0012,9.98994
6.349000000,0,19,0.313078,20.037,9.97353
6.417000000,0,19,0.312045,19.9709,10.0074
6.522000000,0,19,0.31185,19.9584,9.99282
6.581000000,0,19,0.312317,19.9883,10.0156
6.681000000,0,17,0.156267,20.0021,10.0142
6.749000000,0,17,0.156737,20.0623,9.98416
6.818000000,0,0,1e-08,20.0915,9.95438
6.921000000,0,20,-0.31811,20.3591,9.64589
6.981000000,0,20,-0.334617,21.4155,9.37267
7.081000000,0,0,1e-08,20.669,9.69163
7.181000000,0,18,-0.159448,20.4094,9.77263
7.250000000,0,20,-0.327696,20.9725,9.54866
7.316000000,0,0,1e-08,20.4305,9.79319
7.381000000,0,18,-0.159853,20.4612,9.78547
7.482000000,0,18,-0.169813,21.7361,9.23319
7.581000000,0,3,0.00128272,21.0161,9.58499
7.649000000,0,22,-0.636341,20.3629,9.85082
7.723000000,0,16,-0.0784683,20.0879,9.96243
7.819000000,0,18,-0.156248,19.9997,10.0022
7.881000000,0,9,0.00981716,20.1055,9.963
7.949000000,0,8,-0.00491233,20.1209,9.94525
8.017000000,0,15,0.0785058,20.0975,9.9522
8.117000000,0,17,0.156673,20.0542,9.95352
8.181000000,0,0,1e-08,20.0658,9.96505
8.281000000,0,19,0.317833,20.3413,9.74536
8.349000000,0,11,0.0214508,21.9656,9.09204
8.451000000,0,17,0.166936,21.3678,9.46523
8.517000000,0,15,0.0810717,20.7544,9.68711
