0.201000000,1.29393,22,-1.29688,41.5,0.0190945,1
0.301000000,1.29017,22,-1.29688,41.5,0.238379,1
0.370000000,1.30231,22,-1.19892,38.3653,1.47712,1
0.472000000,1.31329,22,-1.13086,36.1875,2.47333,1
0.534000000,1.35018,22,-1.13044,36.1739,2.48708,1
0.635000000,1.34929,22,-1.04977,33.5925,3.7715,1
0.702000000,1.36919,20,-0.479945,30.7165,5.05759,1
0.801000000,1.40965,15,0.116529,29.8315,5.61739,1
0.904000000,1.45172,19,0.438168,28.0427,6.26193,1
0.969000000,1.4905,21,0.82855,26.5136,6.98562,1
1.070000000,1.50748,23,1.55679,24.9087,7.71733,1
1.138000000,1.52706,23,1.49718,23.9549,8.17534,1
1.204000000,1.56232,23,1.44735,23.1576,8.53741,1
1.301000000,1.60628,23,1.40156,22.4249,8.87213,1
1.370000000,1.65077,23,1.35684,21.7095,9.2049,1
1.467000000,1.6931,23,1.28233,20.5173,9.77418,1
1.537000000,1.73425,21,0.628852,20.1233,9.94152,1
1.637000000,1.75491,19,0.31249,19.9994,9.99741,1
1.701000000,1.75557,17,0.155959,19.9627,10.0163,1
1.801000000,1.74551,18,-0.156032,19.9721,10.0106,1
1.906000000,1.73406,20,-0.311794,19.9548,10.0229,1
1.972000000,1.71956,24,-1.24793,19.9669,10.0173,1
2.039000000,1.7089,24,-1.247,19.9521,10.0246,1
2.141000000,1.69927,24,-1.24877,19.9803,10.0116,1
2.201000000,1.68946,24,-1.25106,20.017,10,1
2.304000000,1.71305,22,-0.624958,19.9987,10.0044,1
2.402000000,1.69697,22,-0.625865,20.0277,9.98625,1
2.501000000,1.72146,20,-0.312869,20.0236,9.98608,1
2.570000000,1.72255,12,-0.0195539,20.0232,9.99272,1
2.636000000,1.73941,19,0.312687,20.012,9.99442,1
2.735000000,1.74131,21,0.625613,20.0196,9.98848,1
2.800000000,1.77669,21,0.62496,19.9987,9.99366,1
2.903000000,0.994072,0,1e-08,19.9738,9.9929,1
3.004000000,1.80474,21,0.629978,20.1593,9.85427,1
3.070000000,1.80941,21,0.66538,21.2922,9.45155,1
3.168000000,1.82494,21,0.640744,20.5038,9.77175,1
3.234000000,1.84326,19,0.31471,20.1414,9.93553,1
3.336000000,1.85438,19,0.312756,20.0164,9.9899,1
3.436000000,0.998912,0,1e-08,20.0025,9.98774,1
3.500000000,1.8493,20,-0.320538,20.5144,9.62525,1
3.605000000,1.84864,20,-0.335191,21.4522,9.35533,1
3.668000000,1.82731,20,-0.328264,21.0089,9.59042,1
