-14.1058,-0.831727
-13.16,-0.808733
-12.1782,-0.784774
-11.1818,-0.760437
-10.1823,-0.736005
-9.18217,-0.711543
-8.18219,-0.687076
-7.18217,-0.662621
-6.18236,-0.638156
-5.18278,-0.613701
-4.18297,-0.589249
-3.18298,-0.564781
-2.18295,-0.540297
-1.18278,-0.515825
-0.182695,-0.491364
0.817013,-0.466913
1.81681,-0.442458
2.81665,-0.417994
3.81657,-0.393544
4.81658,-0.369096
5.81683,-0.34462
6.81351,-0.320434
7.7503,-0.297707
8.65932,-0.275369
9.61954,-0.252001
10.612,-0.227795
11.6115,-0.203339
12.6119,-0.178847
13.6124,-0.154323
14.6127,-0.129799
15.6131,-0.105259
16.6137,-0.080738
17.6141,-0.0562152
18.6148,-0.0316614
19.6155,-0.00709092
20.6161,0.0174979
21.6167,0.0421211
22.6174,0.0667581
23.6179,0.0914039
24.6184,0.116055
25.619,0.140687
26.6197,0.165346
27.6204,0.190028
28.6211,0.214742
29.6218,0.239477
30.6223,0.264229
31.6227,0.288991
32.6232,0.313777
33.6236,0.338541
34.6242,0.363298
35.6249,0.388086
36.6257,0.412909
37.6264,0.437747
38.627,0.46261
39.6274,0.487484
40.6278,0.512375
41.6283,0.53729
42.6289,0.562179
43.6297,0.587078
44.6305,0.612022
45.6312,0.636974
46.6319,0.661963
47.6324,0.686943
48.633,0.711951
49.6336,0.736979
50.6344,0.761993
51.6352,0.787002
52.636,0.812021
53.6366,0.837045
54.6374,0.86211
55.6381,0.887192
56.6389,0.912309
57.6395,0.937438
58.6401,0.962561
59.6407,0.98769
60.6414,1.01281
61.6421,1.03797
62.6428,1.06315
63.6436,1.08836
64.6443,1.11359
65.6449,1.13884
66.6454,1.1641
67.6458,1.18933
68.6465,1.21459
69.6472,1.23985
70.648,1.26513
71.6488,1.29045
72.6496,1.31578
73.6501,1.34113
74.6508,1.36651
75.6513,1.39186
76.652,1.41723
77.6529,1.4426
78.6539,1.46799
79.6548,1.49341
80.6556,1.51883
81.6562,1.54428
82.6568,1.56976
83.6576,1.59522
84.6584,1.62071
85.6592,1.6462
86.6601,1.67169
87.6609,1.69721
88.6618,1.72276
89.6625,1.74833
90.6632,1.77392
91.6639,1.79954
92.6645,1.82516
93.6653,1.85077
94.6659,1.87638
95.6666,1.90201
96.6675,1.92768
97.6684,1.95338
98.6691,1.97908
99.6699,2.0048
100.66,2.03406
101.613,2.06745
102.551,2.10903
103.486,2.15887
104.42,2.22255
105.352,2.29884
106.283,2.39245
107.233,2.50298
108.216,2.63251
109.205,2.7716
110.194,2.92028
111.182,3.07508
112.171,3.23205
113.159,3.39057
114.147,3.54607
115.136,3.7018
116.124,3.85753
117.113,4.0133
118.102,4.16909
119.091,4.32488
120.08,4.4807
121.068,4.63653
122.057,4.79236
123.045,4.94816
124.034,5.104
125.023,5.25988
126.012,5.41579
127.001,5.57172
127.989,5.72765
128.978,5.88359
129.966,6.03955
130.955,6.19547
131.943,6.35144
132.932,6.50744
133.921,6.66348
134.91,6.81954
135.899,6.97558
136.887,7.13165
137.876,7.28776
138.864,7.44384
139.853,7.59996
140.842,7.75609
141.83,7.91224
142.819,8.06842
143.808,8.22463
144.797,8.38086
145.786,8.53711
146.774,8.69336
147.752,8.85205
148.693,9.01008
149.618,9.17505
150.537,9.34823
151.454,9.53491
152.38,9.7345
153.341,9.95371
154.312,10.1876
155.282,10.4315
156.25,10.6813
157.218,10.9359
158.185,11.1927
159.153,11.4478
160.121,11.7021
161.089,11.9564
162.057,12.2108
163.025,12.4653
163.993,12.7197
164.961,12.9741
165.928,13.2286
166.896,13.483
167.864,13.7375
168.812,13.9928
169.725,14.2439
170.626,14.5028
171.523,14.7711
172.415,15.0513
173.332,15.351
174.273,15.6713
175.216,16.0049
176.156,16.3461
177.095,16.6932
178.033,17.0408
178.971,17.3901
179.909,17.7375
180.848,18.0848
181.787,18.4321
182.726,18.7795
183.664,19.1269
184.603,19.4743
185.541,19.8216
186.48,20.169
187.418,20.5165
188.35,20.8649
189.243,21.2045
190.117,21.547
190.985,21.8976
191.847,22.2604
192.704,22.6364
193.555,23.0266
194.423,23.4417
195.313,23.8822
196.204,24.3343
197.093,24.7931
197.98,25.2581
198.866,25.7235
199.751,26.1903
200.637,26.6556
201.524,27.1208
202.41,27.586
203.297,28.0512
204.183,28.5164
205.069,28.9815
205.955,29.4466
206.842,29.9119
207.728,30.3772
208.615,30.8425
209.501,31.3079
210.387,31.7732
211.273,32.2386
212.129,32.6966
212.957,33.1473
213.776,33.6032
214.587,34.0699
215.393,34.5469
216.19,35.0389
216.988,35.5502
217.81,36.0943
218.637,36.6528
219.461,37.2205
220.282,37.7933
221.101,38.3685
221.919,38.9457
222.739,39.5204
223.558,40.0953
224.378,40.6701
225.198,41.2451
226.018,41.8201
226.837,42.3951
227.657,42.9702
228.476,43.5452
229.296,44.1202
230.115,44.6953
230.935,45.2704
231.755,45.8455
232.574,46.4207
233.394,46.9959
234.213,47.5712
235.033,48.1464
235.852,48.7217
236.672,49.297
237.491,49.8723
238.311,50.4477
239.13,51.023
239.95,51.5984
240.769,52.1738
241.589,52.7493
242.408,53.3248
243.227,53.9002
244.047,54.4757
244.866,55.0511
245.685,55.6266
246.505,56.2022
247.317,56.7761
248.094,57.3326
248.854,57.8861
