0.236000000,2,5.31733,-0.133648,5.319010.0190945
0.336000000,2,6.54758,-0.057927,6.547830.376479
0.435000000,2,6.54758,-0.057927,6.547831.7485
0.535000000,2,8.81287,0.0371,8.812942.15709
0.601000000,2,8.81287,0.0371,8.812942.21887
0.735000000,2,9.13138,0.0703556,9.131652.52407
0.800000000,2,9.46082,0.101484,9.461372.41623
0.904000000,2,9.1726,0.112641,9.173292.3274
1.000000000,2,9.17657,0.116716,9.177312.33894
1.101000000,2,9.48614,0.126496,9.486982.53014
1.235000000,2,9.16827,0.108199,9.168912.34044
1.301000000,2,9.17428,0.114361,9.174992.29175
1.401000000,2,9.16911,0.10906,9.169762.49997
1.500000000,2,9.49287,0.13315,9.49382.49157
1.600000000,2,9.17221,0.112239,9.172892.332
1.702000000,2,8.87485,0.103105,8.875452.30365
1.837000000,2,9.46646,0.107052,9.467062.5407
1.937000000,2,9.1645,0.104332,9.165092.39936
2.035000000,2,9.1645,0.104332,9.165092.2982
2.101000000,2,9.15683,0.0964662,9.157342.42943
2.235000000,2,9.44068,0.0815727,9.441032.51399
2.336000000,2,9.13789,0.0770342,9.138212.34452
2.436000000,2,9.13779,0.0769312,9.138112.30427
2.534000000,2,9.43842,0.0793411,9.438752.51804
2.637000000,2,9.43842,0.0793411,9.438752.44952
2.736000000,2,9.11075,0.0491993,9.110882.31254
2.800000000,2,9.11075,0.0491993,9.110882.32684
2.901000000,2,9.41765,0.0588247,9.417842.53627
3.000000000,2,9.42133,0.0624563,9.421542.4688
3.101000000,2,9.10113,0.0393249,9.101212.35021
3.201000000,2,9.09262,0.0305983,9.092672.41658
3.334000000,2,9.39907,0.040465,9.399162.56703
3.401000000,2,9.39907,0.040465,9.399162.39153
3.503000000,2,9.09614,0.0342137,9.096212.3206
3.635000000,2,9.70593,0.0391056,9.706012.54602
3.736000000,2,9.38702,0.0285579,9.387072.47333
3.837000000,2,9.08812,0.0259782,9.088152.33307
3.937000000,2,9.08812,0.0259782,9.088152.37779
4.037000000,2,9.38052,0.0221302,9.380552.57321
4.138000000,2,9.38041,0.0220272,9.380442.4151
4.202000000,2,9.36575,0.00753276,9.365752.33789
4.300000000,2,9.37384,0.0155265,9.373852.49915
4.401000000,2,9.67234,0.00713555,9.672352.55763
4.500000000,2,9.36555,0.00734154,9.365562.40737
4.602000000,2,9.06881,0.00617615,9.068812.33376
4.701000000,2,9.36346,0.00527446,9.363462.52989
4.802000000,2,9.6689,0.00385491,9.66892.50421
4.902000000,2,9.38707,0.0286071,9.387122.35156
5.002000000,2,9.05797,-0.0049413,9.057982.38451
5.101000000,2,9.67484,0.00951688,9.674852.57593
5.235000000,2,9.06688,0.00419013,9.066882.41145
5.338000000,2,9.06688,0.00419013,9.066882.33197
5.400000000,2,9.376,0.0176675,9.376022.52984
5.501000000,2,9.67708,0.0116426,9.677092.53254
5.600000000,2,9.37163,0.0133497,9.371642.38448
5.701000000,2,9.0712,0.00862185,9.07122.3393
5.768000000,2,9.34203,-0.0159028,9.342042.46018
5.872000000,2,9.67099,0.00584618,9.670992.57211
6.001000000,2,9.35855,0.000423591,9.358552.38464
6.102000000,2,9.07007,0.00746505,9.070072.35668
6.202000000,2,9.65797,-0.00654681,9.657972.54706
6.301000000,2,9.34624,-0.0117434,9.346252.42086
6.439000000,2,9.06075,-0.00209029,9.060752.33903
6.534000000,2,9.67907,0.0135419,9.679082.55047
6.602000000,2,9.67907,0.0135419,9.679082.51552
6.702000000,2,9.35982,0.00167481,9.359822.40061
6.768000000,2,9.07378,0.0112731,9.073792.33181
6.870000000,2,9.69116,0.0250484,9.691192.47422
7.003000000,2,9.38035,0.0219599,9.380372.52922
7.102000000,2,9.074,0.0115024,9.074012.34299
7.202000000,2,9.35659,-0.00151523,9.356592.41495
7.302000000,2,9.67818,0.0126936,9.678192.57428
7.400000000,2,9.37192,0.0136325,9.371932.4533
7.502000000,2,9.07655,0.0141184,9.076562.33629
7.601000000,2,9.36408,0.0058829,9.364082.53583
7.703000000,2,9.67033,0.00521819,9.670332.49837
7.836000000,2,9.35196,-0.00608619,9.351972.3557
7.937000000,2,9.08204,0.0197508,9.082072.38137
8.035000000,2,9.65868,-0.00587018,9.658682.57056
8.136000000,1,9.06249,2.65061,9.442162.40158
8.202000000,1,9.06249,2.65061,9.442162.33717
8.302000000,1,9.36651,2.65921,9.736682.22634
