0.236000000,0,22,-1.29688,41.5
0.334000000,0,22,-1.29688,41.5
0.400000000,0,20,-0.415375,26.584
0.501000000,0,17,0.179746,23.0074
0.636000000,0,19,0.352953,22.589
0.700000000,0,21,0.619568,19.8262
0.800000000,0,21,0.6474,20.7168
0.901000000,0,21,0.674258,21.5762
1.001000000,0,21,0.664134,21.2523
1.100000000,0,21,0.613451,19.6304
1.201000000,0,21,0.646782,20.697
1.302000000,0,21,0.68055,21.7776
1.437000000,0,21,0.62785,20.0912
1.501000000,0,21,0.630328,20.1705
1.636000000,0,21,0.670175,21.4456
1.701000000,0,21,0.67511,21.6035
1.835000000,0,21,0.614663,19.6692
1.900000000,0,21,0.647832,20.7306
2.034000000,0,21,0.677813,21.69
2.101000000,0,21,0.659237,21.0956
2.235000000,0,21,0.614402,19.6609
2.337000000,0,21,0.66556,21.2979
2.436000000,0,21,0.679766,21.7525
2.537000000,0,19,0.311734,19.951
2.636000000,0,19,0.31486,20.1511
2.738000000,0,19,0.333664,21.3545
2.800000000,0,19,0.334088,21.3816
2.900000000,0,19,0.306056,19.5876
3.002000000,0,19,0.320324,20.5007
3.101000000,0,19,0.333723,21.3583
3.200000000,0,19,0.331369,21.2076
3.301000000,0,19,0.303913,19.4504
3.401000000,0,19,0.322442,20.6363
3.537000000,0,19,0.336996,21.5677
3.636000000,0,19,0.306588,19.6216
3.736000000,0,17,0.15741,20.1485
3.836000000,0,17,0.167279,21.4118
3.900000000,0,15,0.0832298,21.3068
4.002000000,0,15,0.0756814,19.3744
4.101000000,0,15,0.0795197,20.357
4.201000000,0,15,0.0830563,21.2624
4.301000000,0,15,0.0801146,20.5093
4.401000000,0,17,0.150621,19.2795
4.500000000,0,17,0.160899,20.5951
4.601000000,0,17,0.167876,21.4881
4.701000000,0,13,0.0389105,19.9222
4.801000000,0,15,0.0762684,19.5247
4.900000000,0,15,0.081898,20.9659
5.000000000,0,15,0.0837192,21.4321
5.068000000,0,15,0.077767,19.9083
5.168000000,0,15,0.0772341,19.7719
5.301000000,0,14,-0.0412909,21.141
5.401000000,0,17,0.163138,20.8817
5.501000000,0,8,-0.00472109,19.3376
5.600000000,0,15,0.0809328,20.7188
5.700000000,0,13,0.0418317,21.4178
5.800000000,0,15,0.0779312,19.9504
5.868000000,0,15,0.0759904,19.4536
5.968000000,0,8,-0.00509078,20.8519
6.067000000,0,16,-0.0837483,21.4396
6.168000000,0,13,0.0384231,19.6726
6.267000000,0,7,0.0048697,19.9463
6.334000000,0,13,0.0409576,20.9703
6.400000000,0,15,0.0834623,21.3663
6.535000000,0,13,0.038365,19.6429
6.634000000,0,14,-0.039427,20.1866
6.702000000,0,10,-0.0103842,21.2668
6.802000000,0,14,-0.0413389,21.1655
6.903000000,0,16,-0.0766391,19.6196
7.001000000,0,15,0.0775053,19.8413
7.068000000,0,16,-0.0821918,21.0411
7.135000000,0,6,-0.0026081,21.3656
7.201000000,0,15,0.0780948,19.9923
7.303000000,0,16,-0.0754535,19.3161
7.368000000,0,14,-0.0393791,20.1621
7.436000000,0,9,0.010385,21.2685
7.534000000,0,18,-0.165032,21.1241
7.635000000,0,18,-0.152952,19.5779
7.701000000,0,22,-0.631516,20.2085
7.800000000,0,9,0.0103461,21.1887
7.869000000,0,18,-0.168905,21.6199
8.000000000,0,18,-0.156576,20.0417
8.102000000,0,8,-0.00489597,20.0539
8.201000000,0,11,0.020761,21.2592
8.303000000,0,15,0.0821887,21.0403
8.402000000,0,18,-0.153309,19.6236
8.470000000,0,14,-0.0404373,20.7039
8.568000000,0,2,-0.000653573,21.4163
8.668000000,1,15,0.0802524,20.5446
8.735000000,1,17,0.151626,19.4081
8.801000000,1,29,10.3001,20.6002
8.935000000,1,29,10.9417,21.8834
9.000000000,1,29,11.1224,22.2448
9.068000000,1,29,11.6519,23.3038
9.167000000,1,29,12.6688,25.3377
9.235000000,1,29,13.3389,26.6778
9.302000000,1,29,13.7494,27.4988
9.368000000,1,29,13.8748,27.7497
9.437000000,1,29,13.9696,27.9392
9.501000000,1,29,13.6029,27.2059
9.570000000,1,29,13.1811,26.3621
9.667000000,1,29,13.0896,26.1791
9.736000000,1,29,13.3052,26.6104
9.835000000,1,29,13.631,27.2621
9.902000000,1,29,13.7166,27.4333
10.002000000,1,29,13.6029,27.2059
10.102000000,1,29,13.231,26.462
10.202000000,1,27,6.62455,26.4982
10.268000000,1,27,6.49755,25.9902
10.367000000,1,27,6.02521,24.1008
10.468000000,1,27,5.92744,23.7097
10.570000000,1,25,2.9031,23.2248
10.667000000,1,25,2.79067,22.3254
10.735000000,1,23,1.37662,22.0259
10.801000000,1,23,1.37146,21.9434
10.935000000,1,16,-0.0825042,21.1211
10.969000000,1,22,-0.635302,20.3297
11.070000000,1,22,-0.628646,20.1167
11.134000000,1,24,-1.29404,20.7046
11.202000000,1,24,-1.31278,21.0045
11.302000000,1,26,-2.56116,20.4893
11.403000000,1,26,-2.60802,20.8642
11.471000000,1,26,-2.69585,21.5668
11.567000000,1,26,-2.77686,22.2149
11.669000000,1,26,-2.71116,21.6893
11.735000000,1,26,-2.62302,20.9842
11.835000000,1,26,-2.6668,21.3344
11.902000000,1,26,-2.76463,22.117
11.968000000,1,26,-2.79449,22.3559
12.068000000,1,26,-2.69614,21.5691
12.168000000,1,26,-2.62081,20.9665
12.234000000,1,26,-2.69973,21.5978
12.300000000,1,26,-2.78124,22.2499
12.400000000,1,26,-2.77626,22.2101
