0.235000000,0,22,-1.29688,41.5
0.335000000,0,22,-1.29688,41.5
0.400000000,0,22,-0.858241,27.4637
0.501000000,0,17,0.180921,23.1579
0.603000000,0,19,0.360189,23.0521
0.700000000,0,21,0.632114,20.2276
0.767000000,0,21,0.63161,20.2115
0.836000000,0,21,0.663607,21.2354
0.937000000,0,21,0.678239,21.7037
1.001000000,0,21,0.6551,20.9632
1.102000000,0,21,0.615833,19.7066
1.171000000,0,21,0.64979,20.7933
1.268000000,0,21,0.677322,21.6743
1.368000000,0,21,0.668032,21.377
1.469000000,0,21,0.614331,19.6586
1.570000000,0,21,0.644602,20.6273
1.635000000,0,21,0.677371,21.6759
1.701000000,0,21,0.672274,21.5128
1.800000000,0,21,0.616255,19.7202
1.900000000,0,21,0.630192,20.1662
2.002000000,0,21,0.676309,21.6419
2.102000000,0,21,0.672818,21.5302
2.235000000,0,21,0.614377,19.6601
2.300000000,0,21,0.660454,21.1345
2.403000000,0,21,0.677232,21.6714
2.468000000,0,19,0.323712,20.7176
2.600000000,0,19,0.305695,19.5645
2.667000000,0,19,0.323824,20.7248
2.767000000,0,19,0.337216,21.5818
2.835000000,0,19,0.329822,21.1086
2.901000000,0,19,0.305977,19.5825
3.036000000,0,19,0.322362,20.6312
3.101000000,0,17,0.16725,21.408
3.235000000,0,19,0.323087,20.6776
3.302000000,0,19,0.306861,19.6391
3.435000000,0,19,0.326386,20.8887
3.535000000,0,17,0.167977,21.501
3.637000000,0,19,0.309571,19.8125
3.737000000,0,19,0.315512,20.1927
3.802000000,0,17,0.167626,21.4561
3.902000000,0,19,0.334984,21.439
4.003000000,0,17,0.152223,19.4845
4.101000000,0,17,0.155556,19.9112
4.200000000,0,16,-0.0826307,21.1535
4.304000000,0,13,0.0409794,20.9815
4.401000000,0,17,0.15135,19.3727
4.504000000,0,17,0.159341,20.3956
4.635000000,0,17,0.167716,21.4676
4.701000000,0,13,0.0379763,19.4438
4.802000000,0,17,0.156099,19.9807
4.903000000,0,15,0.0821277,21.0247
5.001000000,0,13,0.0415844,21.2912
5.067000000,0,15,0.0764744,19.5775
5.169000000,0,13,0.0387821,19.8564
5.268000000,0,6,-0.00256322,20.9979
5.335000000,0,1,0.000648587,21.2529
5.435000000,0,11,0.0191321,19.5913
5.508000000,0,15,0.0764335,19.567
5.602000000,0,16,-0.0820427,21.0029
5.734000000,0,14,-0.0418602,21.4324
5.801000000,0,12,-0.0189106,19.3645
5.934000000,0,15,0.0792219,20.2808
6.035000000,0,0,1e-08,21.358
6.135000000,0,13,0.0397911,20.373
6.235000000,0,15,0.0761167,19.4859
6.336000000,0,17,0.162678,20.8228
6.434000000,0,13,0.041786,21.3944
6.540000000,0,17,0.153191,19.6085
6.601000000,1,12,-0.0194045,19.8702
6.702000000,1,29,10.585,21.1699
6.768000000,1,29,10.7371,21.4743
6.870000000,1,29,11.2268,22.4535
6.936000000,1,29,12.4684,24.9368
7.000000000,1,29,13.0628,26.1256
7.069000000,1,29,13.4462,26.8924
7.135000000,1,29,13.8409,27.6818
7.204000000,1,29,13.9348,27.8696
7.303000000,1,29,13.8067,27.6134
7.403000000,1,29,13.2599,26.5198
7.505000000,1,29,13.0873,26.1746
7.567000000,1,29,13.3703,26.7405
7.602000000,1,29,13.5863,27.1726
7.734000000,1,29,13.6782,27.3565
7.801000000,1,29,13.5606,27.1212
7.901000000,1,29,13.2882,26.5764
7.967000000,1,29,13.225,26.45
8.004000000,1,29,13.2571,26.5142
8.102000000,1,27,6.71571,26.8629
8.204000000,1,27,6.35583,25.4233
8.301000000,1,27,6.06523,24.2609
8.368000000,1,25,2.93346,23.4677
8.470000000,1,25,2.8177,22.5416
8.537000000,1,25,2.73579,21.8863
8.637000000,1,23,1.37253,21.9605
8.702000000,1,21,0.673393,21.5486
8.768000000,1,21,0.650344,20.811
8.837000000,1,22,-0.631219,20.199
8.934000000,1,24,-1.27929,20.4686
9.004000000,1,24,-1.30318,20.8508
9.103000000,1,24,-1.30458,20.8733
9.168000000,1,26,-2.54007,20.3206
