0.101000000,0.032078
0.201000000,0.0159034
0.303000000,0.0138503
0.400000000,0.0125239
0.502000000,0.0113272
0.601000000,0.0102419
0.701000000,0.1137
0.800000000,1.24256
0.901000000,2.12431
1.002000000,2.15686
1.102000000,2.44033
1.201000000,2.45668
1.301000000,2.35494
1.401000000,2.38909
1.500000000,2.57672
1.601000000,2.41859
1.701000000,2.31628
1.802000000,2.46299
1.901000000,2.53257
2.000000000,2.36391
2.101000000,2.31948
2.201000000,2.45767
2.302000000,2.02099
2.402000000,2.30388
2.502000000,2.27377
2.602000000,2.50199
2.704000000,2.44904
2.804000000,2.28494
2.901000000,2.27038
3.002000000,2.51228
3.101000000,2.42934
3.203000000,2.30518
3.302000000,2.27497
3.401000000,2.52575
3.502000000,2.40059
3.603000000,2.3047
3.701000000,2.42648
3.802000000,2.51879
3.902000000,2.35832
4.001000000,2.29917
4.100000000,2.50264
4.202000000,2.46487
4.302000000,2.31248
4.402000000,2.32116
4.501000000,2.50103
4.604000000,2.37474
4.702000000,2.25763
4.802000000,2.34644
4.905000000,2.52758
5.001000000,2.37151
5.101000000,2.29537
5.203000000,2.47297
5.305000000,2.38185
5.402000000,2.35711
5.500000000,2.32694
5.601000000,2.53364
5.704000000,2.46226
5.803000000,2.33391
5.901000000,2.39927
6.000000000,2.54253
6.102000000,2.38512
6.201000000,2.3051
6.302000000,2.46062
6.405000000,2.50272
6.503000000,2.34608
6.603000000,2.31181
6.702000000,2.50404
6.801000000,2.40131
6.903000000,2.28572
7.006000000,2.31708
7.101000000,2.49723
7.201000000,2.35764
7.303000000,2.25472
7.401000000,2.36251
7.502000000,2.4815
7.601000000,2.32121
7.704000000,2.24879
7.803000000,2.42753
7.903000000,2.44188
8.000000000,2.29379
8.100000000,2.26149
8.202000000,2.50043
8.304000000,2.44483
8.401000000,2.31614
8.502000000,2.3621
8.601000000,2.53967
8.701000000,2.38973
8.800000000,2.29726
8.905000000,2.44265
9.005000000,2.50081
9.103000000,2.34874
9.201000000,2.30766
9.303000000,2.52425
9.402000000,2.50931
9.502000000,2.36918
9.601000000,2.38854
9.701000000,2.54244
9.801000000,2.40024
9.903000000,2.29928
10.003000000,2.30844
10.102000000,1.89802
10.200000000,1.7135
10.302000000,1.61644
10.401000000,1.57433
10.503000000,1.73593
10.601000000,1.83441
10.703000000,1.72714
10.802000000,1.62258
10.901000000,1.57107
11.000000000,1.6927
11.103000000,1.83779
11.205000000,1.75402
11.303000000,1.63672
11.402000000,1.58381
11.502000000,1.66409
11.601000000,1.82474
11.705000000,1.76968
11.801000000,1.65845
11.902000000,1.61863
12.000000000,1.672
12.106000000,1.79201
12.202000000,1.75459
12.303000000,1.68328
12.406000000,1.66527
12.502000000,1.70276
12.602000000,1.7631
12.701000000,1.74914
12.801000000,1.72605
12.903000000,1.72247
13.002000000,1.76099
13.100000000,2.01813
13.205000000,2.09072
13.301000000,2.11929
13.401000000,2.13152
13.502000000,2.20641
13.604000000,2.41134
13.702000000,2.49347
13.803000000,2.4985
13.902000000,2.44458
14.002000000,2.25867
14.101000000,2.17241
14.203000000,2.14446
14.300000000,2.10887
14.400000000,2.03925
14.500000000,1.81074
14.608000000,1.75702
14.702000000,1.76371
14.804000000,1.76526
14.900000000,1.76279
15.001000000,1.73025
15.106000000,1.71195
15.204000000,1.75602
15.302000000,1.79852
15.403000000,1.77732
15.502000000,1.69688
15.602000000,1.66158
15.705000000,1.72006
15.802000000,1.82649
15.901000000,1.79842
16.001000000,1.67389
16.100000000,1.60841
16.201000000,1.64807
16.301000000,1.91283
16.401000000,2.14819
16.501000000,2.00303
16.602000000,1.93559
16.705000000,2.07363
16.802000000,2.20837
16.902000000,2.04281
17.002000000,1.92291
17.101000000,1.98327
17.201000000,2.31441
17.301000000,2.278
17.403000000,2.12268
17.502000000,2.16347
17.602000000,2.42633
17.701000000,2.36297
17.803000000,2.23355
17.901000000,2.3192
18.003000000,2.49244
18.101000000,2.32701
18.203000000,2.23222
18.305000000,2.39013
18.403000000,2.4698
18.504000000,2.30889
18.602000000,2.24471
18.704000000,2.40305
18.804000000,2.34116
18.902000000,2.19163
19.005000000,2.15901
19.101000000,2.25328
19.203000000,2.15813
19.301000000,2.01291
19.401000000,1.96598
19.500000000,2.13984
19.602000000,2.19215
19.703000000,2.05518
19.805000000,1.97943
19.901000000,2.09582
20.003000000,2.19727
20.101000000,2.07963
20.204000000,1.99161
20.302000000,2.04408
20.400000000,2.28466
20.502000000,2.29266
20.602000000,2.19896
20.700000000,2.25343
20.801000000,2.38518
20.901000000,2.37497
21.005000000,2.33838
21.102000000,2.43072
21.203000000,2.50823
21.306000000,2.3994
21.401000000,2.31991
21.501000000,2.36327
21.603000000,2.36168
21.706000000,2.27186
21.802000000,2.25554
21.902000000,2.37418
22.001000000,2.51629
22.101000000,2.45099
22.202000000,2.47042
22.300000000,2.5536
22.402000000,2.45703
22.501000000,2.27664
22.604000000,2.32836
22.702000000,2.37373
22.802000000,2.2956
22.906000000,2.22857
23.002000000,2.18447
23.107000000,2.20026
23.204000000,2.11899
23.303000000,2.0602
23.401000000,2.0933
23.500000000,2.12402
23.605000000,2.14597
23.702000000,2.0797
23.802000000,2.07032
23.904000000,2.17429
24.000000000,1.78099
24.101000000,2.05044
24.200000000,2.02426
24.303000000,2.10258
24.403000000,2.20744
24.503000000,2.05693
24.601000000,2.01031
24.701000000,2.03222
24.802000000,2.20008
24.900000000,2.15853
25.003000000,2.02982
25.102000000,2.00352
25.203000000,2.17136
25.304000000,2.19175
25.407000000,2.04795
25.502000000,1.95563
25.601000000,2.04401
25.703000000,2.21437
25.804000000,2.1126
25.900000000,1.9994
26.002000000,2.03605
26.101000000,2.21664
26.203000000,2.14338
26.303000000,1.99831
26.400000000,1.99115
26.504000000,2.11705
26.601000000,2.24944
26.704000000,2.23425
26.805000000,2.16682
26.902000000,2.33745
27.002000000,2.36514
27.103000000,2.26057
27.201000000,2.22842
27.302000000,2.42385
27.403000000,2.44028
27.501000000,2.28655
27.603000000,2.21632
27.701000000,2.42427
27.801000000,2.43379
27.901000000,2.28898
28.001000000,2.29301
28.102000000,2.01129
28.202000000,1.56258
28.300000000,2.15867
28.404000000,2.12575
28.505000000,2.26944
28.605000000,2.38802
