0.201000000,1.30174,22,-1.29688,41.5,0.0190945,1,2.22727,0,1
0.302000000,1.31483,22,-1.29688,41.5,0.327801,1,2.24201,0,1
0.371000000,1.30122,22,-1.29688,41.5,0.878677,1,2.25397,0,1
0.469000000,1.31664,22,-1.09136,34.9236,2.44953,1,2.24693,0,1
0.535000000,1.32403,22,-1.086,34.7521,2.57704,1,2.25519,0,1
0.601000000,1.33202,16,-0.122853,31.4504,3.7395,1,2.25519,0,1
0.701000000,1.3454,19,0.466875,29.88,4.37816,1,2.29152,0,1
0.769000000,1.38203,21,0.901549,28.8496,4.73717,1,2.33955,0,1
0.868000000,1.43046,23,1.6397,26.2352,5.80275,1,2.38362,0,1
0.937000000,1.44809,23,1.55925,24.9479,6.23657,1,2.39906,0,1
1.000000000,1.49609,23,1.47087,23.534,6.70815,1,2.39906,0,1
1.102000000,1.52781,25,2.7951,22.3608,7.14327,1,2.45421,0,1
1.207000000,1.57477,25,2.61277,20.9022,7.67781,1,2.51213,0,1
1.301000000,1.62208,25,2.52444,20.1955,7.92941,1,2.55342,0,1
1.370000000,1.64358,23,1.24993,19.9989,7.99939,1,2.55934,0,1
1.439000000,1.69259,23,1.24715,19.9543,8.01706,1,2.58252,0,1
1.537000000,1.70617,21,0.62486,19.9955,8.00413,1,2.58252,0,1
1.602000000,1.72486,15,0.0780896,19.9909,7.99872,1,2.60479,0,1
1.703000000,1.7252,22,-0.623162,19.9412,8.02129,1,2.61852,0,1
1.770000000,0.798115,0,1e-08,19.9857,8.00773,1,2.60404,2,1
1.835000000,1.68701,24,-1.25368,20.0589,7.94791,1,2.60074,0,1
1.936000000,1.68585,24,-1.31441,21.0305,7.6233,1,2.60074,0,1
2.002000000,1.67433,24,-1.26439,20.2302,7.93474,1,2.58731,0,1
2.101000000,1.6826,24,-1.25049,20.0078,8.00201,1,2.58806,0,1
2.170000000,1.67706,24,-1.25132,20.0212,7.99571,1,2.57301,0,1
2.271000000,1.68491,24,-1.24902,19.9843,8.00158,1,2.58086,0,1
2.338000000,1.68803,22,-0.623544,19.9534,8.01918,1,2.59053,0,1
2.403000000,1.6953,20,-0.312309,19.9878,8.01083,1,2.59053,0,1
2.501000000,1.69716,13,0.0390676,20.0026,7.99867,1,2.58778,0,1
2.570000000,1.70253,19,0.311756,19.9524,8.01541,1,2.61228,0,1
2.669000000,1.71172,21,0.623704,19.9585,8.01787,1,2.61353,0,1
2.770000000,1.72896,21,0.62458,19.9866,8.00656,1,2.64768,0,1
2.836000000,1.74416,21,0.625146,20.0047,7.99748,1,2.6471,0,1
2.903000000,1.75041,21,0.6233,19.9456,8.01006,1,2.6471,0,1
3.001000000,1.75371,21,0.624594,19.987,8.01682,1,2.66564,0,1
3.101000000,1.76138,21,0.625208,20.0066,8.00849,1,2.68177,0,1
3.202000000,1.78423,19,0.312587,20.0056,7.99267,1,2.68353,0,1
3.300000000,0.988188,0,1e-08,19.9995,7.99426,1,2.68809,1,1
3.369000000,1.78993,12,-0.0195476,20.0168,7.94973,1,2.67763,0,1
3.470000000,1.78807,18,-0.163858,20.9738,7.65816,1,2.67543,0,1
3.535000000,1.79339,22,-0.630006,20.1602,7.9406,1,2.68598,0,1
3.601000000,1.76727,18,-0.15685,20.0768,7.98015,1,2.68598,1,1
3.701000000,1.78062,20,-0.313583,20.0693,7.96885,1,2.6745,2,1
3.801000000,1.78675,20,-0.312664,20.0105,7.97634,1,2.66105,2,1
