0.202000000,1.31341,24,-2.59375,41.5,0.020249,1,2.21401,0,1
0.302000000,1.31885,24,-2.59375,41.5,0.324425,1,2.21266,0,1
0.369000000,1.31315,26,-4.37853,35.0283,1.62842,1,2.22384,0,1
0.438000000,1.32675,26,-3.67212,29.377,2.85327,1,2.22426,0,1
0.501000000,1.31395,24,-1.79646,28.7434,2.96721,1,2.22426,0,1
0.602000000,1.34331,24,-1.63679,26.1887,3.75044,1,2.24472,0,1
0.670000000,1.33676,24,-1.46132,23.381,4.2234,1,2.24172,0,1
0.735000000,1.35822,22,-0.706966,22.6229,4.44919,1,2.24172,0,1
0.802000000,1.36005,17,0.16229,20.7731,4.81908,1,2.29164,0,1
0.868000000,1.38017,17,0.16202,20.7386,4.83862,1,2.30546,0,1
0.969000000,1.41251,21,0.624122,19.9719,5.00653,1,2.31337,0,1
1.044000000,1.4129,23,1.27465,20.3944,4.91503,1,2.35626,0,1
1.102000000,1.43367,23,1.23907,19.8251,5.03834,1,2.35626,0,1
1.207000000,1.46412,23,1.26634,20.2614,4.92422,1,2.39406,0,1
1.301000000,1.49138,23,1.24808,19.9692,5.02724,1,2.4216,0,1
1.371000000,1.52071,23,1.26506,20.241,4.93334,1,2.41936,0,1
1.437000000,1.51347,23,1.26033,20.1653,4.97913,1,2.45692,0,1
1.502000000,1.54971,23,1.24464,19.9143,5.00383,1,2.45692,0,1
1.571000000,1.56606,23,1.27488,20.398,4.90952,1,2.46829,0,1
1.638000000,1.58794,23,1.23926,19.8282,5.04157,1,2.48592,0,1
1.701000000,1.59245,23,1.26667,20.2667,4.9368,1,2.48592,0,1
1.769000000,1.5973,23,1.25314,20.0502,5.00025,1,2.49439,0,1
1.868000000,1.61401,23,1.24174,19.8678,5.01542,1,2.53294,0,1
1.940000000,1.63496,23,1.27322,20.3715,4.91306,1,2.53294,0,1
2.002000000,1.6428,21,0.618957,19.8066,5.04291,1,2.53551,0,1
